fips,pop25,no_hs,some_hs,hs,some_college,associates,bachelors,graduate,county,state
18153,14876,483,1192,6652,3037,1905,1008,599,Sullivan,Indiana
18155,7188,327,886,3495,1324,445,529,182,Switzerland,Indiana
18157,104357,2776,5862,26092,21782,8485,22061,17299,Tippecanoe,Indiana
18159,10905,387,880,4480,1799,852,1692,815,Tipton,Indiana
18161,5023,138,435,2413,913,275,553,296,Union,Indiana
18163,123744,2995,9699,40163,26896,11436,21196,11359,Vanderburgh,Indiana
18165,10980,309,756,4850,2433,1163,1005,464,Vermillion,Indiana
18167,69096,1990,6246,22265,15753,5924,10134,6784,Vigo,Indiana
18169,21712,680,1859,9222,4069,1885,2294,1703,Wabash,Indiana
18171,5879,143,354,2541,1080,652,751,358,Warren,Indiana
18173,42415,748,2219,13321,9046,4540,7923,4618,Warrick,Indiana
18175,19216,1085,1882,8387,3653,1674,1605,930,Washington,Indiana
18177,45691,1972,4078,17383,9848,4098,4841,3471,Wayne,Indiana
18179,18826,416,1259,7525,3803,2417,2333,1073,Wells,Indiana
18181,16694,704,1193,6908,3533,1551,1815,990,White,Indiana
18183,23262,390,1309,9240,4778,2691,3260,1594,Whitley,Indiana
19001,5114,105,190,2204,1118,707,594,196,Adair,Iowa
19003,2700,56,104,1056,620,386,371,107,Adams,Iowa
19005,9688,627,569,3770,1764,1166,1329,463,Allamakee,Iowa
19007,8917,274,541,3303,2264,1012,1078,445,Appanoose,Iowa
19009,4137,116,305,1657,933,524,431,171,Audubon,Iowa
19011,17671,296,789,6420,3797,2370,2924,1075,Benton,Iowa
19013,83685,2665,4605,25266,17375,9810,15956,8008,Black Hawk,Iowa
19015,18468,326,728,5965,4311,2560,3308,1270,Boone,Iowa
19017,16326,296,327,5277,3220,2254,3306,1646,Bremer,Iowa
19019,13964,448,373,5433,2922,1913,2087,788,Buchanan,Iowa
19021,12766,1707,1133,3762,2493,1165,1751,755,Buena Vista,Iowa
19023,10404,242,518,3928,2440,1453,1324,499,Butler,Iowa
19025,7023,157,261,2557,1748,929,909,462,Calhoun,Iowa
19027,13798,491,401,5013,2933,1890,2292,778,Carroll,Iowa
19029,9417,338,771,3568,1967,924,1310,539,Cass,Iowa
19031,12983,246,419,4667,2923,1747,2284,697,Cedar,Iowa
19033,30647,635,1483,9449,7338,4800,4930,2012,Cerro Gordo,Iowa
19035,8256,117,498,2968,1815,1092,1244,522,Cherokee,Iowa
19037,8334,303,342,3627,1415,1235,1077,335,Chickasaw,Iowa
19039,6287,300,384,2601,1285,654,800,263,Clarke,Iowa
19041,11445,289,456,3906,2809,1401,1972,612,Clay,Iowa
19043,12629,425,688,5502,2555,1293,1670,496,Clayton,Iowa
19045,32718,910,2014,12170,7653,3736,4282,1953,Clinton,Iowa
19047,11164,1191,1290,4021,2288,946,1045,383,Crawford,Iowa
19049,54781,1322,1240,9851,9684,5635,18864,8185,Dallas,Iowa
19051,5584,826,111,1888,1004,610,830,315,Davis,Iowa
19053,4863,184,366,1828,968,374,687,456,Decatur,Iowa
19055,11838,407,623,5102,2229,1513,1403,561,Delaware,Iowa
19057,27507,599,1722,9033,7008,3509,3897,1739,Des Moines,Iowa
19059,12674,137,398,3558,2928,1681,2876,1096,Dickinson,Iowa
19061,64565,1499,3412,21282,12773,5930,12723,6946,Dubuque,Iowa
19063,6465,221,394,2155,1565,825,956,349,Emmet,Iowa
19065,13830,368,728,5375,3069,1550,1902,838,Fayette,Iowa
19067,10879,480,687,3700,2248,1594,1690,480,Floyd,Iowa
19069,7131,224,448,2566,1658,971,951,313,Franklin,Iowa
19071,4987,126,249,1790,1185,677,658,302,Fremont,Iowa
19073,6286,90,309,2486,1394,742,895,370,Greene,Iowa
19075,8624,169,331,2660,1752,1295,1846,571,Grundy,Iowa
19077,7523,176,363,2904,1766,828,1093,393,Guthrie,Iowa
19079,10555,260,431,3319,2204,1781,1902,658,Hamilton,Iowa
19081,7737,175,336,2827,1503,1109,1371,416,Hancock,Iowa
19083,12129,448,565,4169,2836,1714,1619,778,Hardin,Iowa
19085,9897,200,613,3758,2362,1102,1363,499,Harrison,Iowa
19087,13675,302,665,5149,3003,1812,2064,680,Henry,Iowa
19089,6316,291,322,2575,1289,897,616,326,Howard,Iowa
19091,6682,177,343,2401,1356,1012,1089,304,Humboldt,Iowa
19093,4820,79,236,1845,1105,638,746,171,Ida,Iowa
19095,11205,219,477,4222,2613,1532,1515,627,Iowa,Iowa
19097,13632,481,565,5705,2678,1635,1704,864,Jackson,Iowa
19099,25949,516,1107,11010,5699,2983,3480,1154,Jasper,Iowa
19101,12768,192,743,3540,2814,1449,2164,1866,Jefferson,Iowa
19103,86316,2272,1828,13985,15186,7315,24183,21547,Johnson,Iowa
19105,14623,433,779,5809,3073,1832,1844,853,Jones,Iowa
19107,7162,136,398,2948,1398,978,934,370,Keokuk,Iowa
19109,10618,165,432,3993,2521,1563,1591,353,Kossuth,Iowa
19111,24431,426,1487,10007,5733,2949,2754,1075,Lee,Iowa
19113,148927,2485,5458,40304,33238,18243,34758,14441,Linn,Iowa
19115,7703,544,849,2812,1516,886,756,340,Louisa,Iowa
19117,5930,125,304,2465,1416,610,819,191,Lucas,Iowa
19119,7611,349,370,2776,1464,1026,1214,412,Lyon,Iowa
19121,10767,263,291,3868,2404,1372,1982,587,Madison,Iowa
19123,14928,496,821,5799,3086,1392,2317,1017,Mahaska,Iowa
19125,21612,635,796,7665,4375,2439,3870,1832,Marion,Iowa
19127,26676,2420,1942,9093,5544,2612,3619,1446,Marshall,Iowa
19129,10300,172,504,3562,2381,1239,1746,696,Mills,Iowa
19131,7296,430,307,2908,1397,966,939,349,Mitchell,Iowa
19133,6398,196,292,2541,1603,699,760,307,Monona,Iowa
19135,5341,286,353,2173,1099,545,769,116,Monroe,Iowa
19137,7058,214,486,2621,1614,891,923,309,Montgomery,Iowa
19139,28552,1546,1998,9908,5311,3506,4358,1925,Muscatine,Iowa
19141,9612,344,394,3650,2060,1254,1432,478,O'Brien,Iowa
19143,4275,159,309,1648,858,529,564,208,Osceola,Iowa
19145,11130,251,763,3854,2502,1386,1779,595,Page,Iowa
19147,6268,84,326,1816,1556,917,1153,416,Palo Alto,Iowa
19149,16763,577,603,5664,4175,2216,2681,847,Plymouth,Iowa
19151,4964,115,311,1916,1139,754,563,166,Pocahontas,Iowa
19153,313476,11328,15325,77890,63904,31920,77519,35590,Polk,Iowa
19155,63090,2177,4476,20861,15390,6790,9321,4075,Pottawattamie,Iowa
19157,12081,337,509,4531,2503,1173,1724,1304,Poweshiek,Iowa
19159,3474,37,231,1351,696,444,503,212,Ringgold,Iowa
19161,7001,166,355,2606,1519,914,1054,387,Sac,Iowa
19163,116340,2637,5578,34749,24290,11998,23256,13832,Scott,Iowa
19165,8255,259,406,2976,1852,1043,1280,439,Shelby,Iowa
19167,20569,1049,836,6450,3879,2570,4054,1731,Sioux,Iowa
19169,50291,405,1069,9002,9072,5029,14139,11575,Story,Iowa
19171,11627,492,561,4654,2583,1462,1370,505,Tama,Iowa
19173,4314,170,252,1691,908,651,459,183,Taylor,Iowa
19175,8490,276,553,3078,2041,1081,1014,447,Union,Iowa
19177,5021,278,227,2048,1133,625,490,220,Van Buren,Iowa
19179,24075,1156,1748,8591,5462,2796,2755,1567,Wapello,Iowa
19181,32305,333,1064,9806,7196,3665,7391,2850,Warren,Iowa
19183,14975,710,626,5888,2867,1670,2269,945,Washington,Iowa
19185,4362,297,187,1951,896,465,390,176,Wayne,Iowa
19187,24745,641,1633,8433,5715,3466,3563,1294,Webster,Iowa
19189,7205,219,372,2398,1597,1007,1190,422,Winnebago,Iowa
19191,13434,304,412,4397,2316,2016,2362,1627,Winneshiek,Iowa
19193,65382,3995,4693,21064,14226,6357,10452,4595,Woodbury,Iowa
19195,5268,135,245,1962,1330,777,593,226,Worth,Iowa
19197,8889,230,495,3187,2384,1020,1186,387,Wright,Iowa
20001,8594,248,449,2918,2292,930,1096,661,Allen,Kansas
20003,5210,242,212,2161,1269,413,577,336,Anderson,Kansas
20005,10065,212,549,3785,2476,835,1406,802,Atchison,Kansas
20007,3301,52,228,1151,938,327,352,253,Barber,Kansas
20009,18049,721,1331,5856,4389,2433,2254,1065,Barton,Kansas
20011,9568,341,505,2948,2800,1002,1313,659,Bourbon,Kansas
20013,6542,130,354,2355,1733,545,981,444,Brown,Kansas
20015,43560,855,2395,11557,11515,4594,8410,4234,Butler,Kansas
20017,1823,54,131,503,613,128,285,109,Chase,Kansas
20019,2446,110,200,870,632,223,309,102,Chautauqua,Kansas
20021,13941,456,1079,4674,3783,1288,1693,968,Cherokee,Kansas
20023,1912,48,76,577,500,208,411,92,Cheyenne,Kansas
20025,1412,19,72,389,367,120,343,102,Clark,Kansas
20027,5671,140,257,1688,1443,601,909,633,Clay,Kansas
20029,6077,234,286,1855,1533,802,845,522,Cloud,Kansas
20031,5839,174,220,1948,1640,520,988,349,Coffey,Kansas
20033,1275,37,55,418,402,126,187,50,Comanche,Kansas
20035,23425,757,1613,7201,6358,2778,3112,1606,Cowley,Kansas
20037,23359,723,1399,6598,5699,2060,4289,2591,Crawford,Kansas
20039,2160,50,138,702,597,166,392,115,Decatur,Kansas
20041,13106,428,798,4397,3406,1184,2029,864,Dickinson,Kansas
20043,5065,220,285,1824,1382,374,711,269,Doniphan,Kansas
20045,68491,845,2221,12342,13807,4774,17876,16626,Douglas,Kansas
20047,2095,125,204,571,663,157,283,92,Edwards,Kansas
20049,1893,101,149,764,415,180,138,146,Elk,Kansas
20051,17449,418,855,4617,4034,1446,4190,1889,Ellis,Kansas
20053,4544,124,276,1544,1233,442,630,295,Ellsworth,Kansas
20055,21596,3392,2883,4676,5267,1692,2365,1321,Finney,Kansas
20057,20438,3773,2057,5085,3819,2099,2337,1268,Ford,Kansas
20059,17003,385,876,6615,4183,1629,2239,1076,Franklin,Kansas
20061,18624,342,767,4853,5990,2600,2865,1207,Geary,Kansas
20063,1923,69,98,650,429,241,351,85,Gove,Kansas
20065,1901,61,107,665,425,144,385,114,Graham,Kansas
20067,4530,716,485,1264,978,390,511,186,Grant,Kansas
20069,3785,583,284,843,798,482,591,204,Gray,Kansas
20071,782,64,36,227,143,85,191,36,Greeley,Kansas
20073,4466,102,273,1544,1337,333,639,238,Greenwood,Kansas
20075,1582,178,176,555,277,108,239,49,Hamilton,Kansas
20077,3938,87,290,1576,1049,262,414,260,Harper,Kansas
20079,22635,765,1283,5958,5717,1885,4286,2741,Harvey,Kansas
20081,2491,541,228,466,610,241,293,112,Haskell,Kansas
20083,1307,73,50,271,392,150,241,130,Hodgeman,Kansas
20085,9003,104,392,3522,2367,697,1276,645,Jackson,Kansas
20087,13228,237,621,5350,3278,843,2039,860,Jefferson,Kansas
20089,2199,50,82,932,545,218,253,119,Jewell,Kansas
20091,393634,6557,9758,56713,73209,29780,135030,82587,Johnson,Kansas
20093,2381,312,305,634,556,196,235,143,Kearny,Kansas
20095,5268,111,204,1675,1613,392,951,322,Kingman,Kansas
20097,1625,75,93,454,410,140,315,138,Kiowa,Kansas
20099,13852,592,1071,4517,3658,1552,1616,846,Labette,Kansas
20101,1120,11,39,367,326,135,167,75,Lane,Kansas
20103,54089,1154,3230,15510,12279,4789,9857,7270,Leavenworth,Kansas
20105,2160,59,78,686,564,285,292,196,Lincoln,Kansas
20107,6787,260,484,2615,1819,523,778,308,Linn,Kansas
20109,1921,77,82,565,597,262,251,87,Logan,Kansas
20111,19969,1288,1038,6163,4658,1362,3433,2027,Lyon,Kansas
20113,19320,974,707,5272,4801,1966,4006,1594,McPherson,Kansas
20115,8255,301,453,2549,2222,662,1442,626,Marion,Kansas
20117,6893,213,292,2981,1428,697,868,414,Marshall,Kansas
20119,2743,302,179,796,619,295,388,164,Meade,Kansas
20121,22418,362,593,7220,5957,2086,4000,2200,Miami,Kansas
20123,4182,37,142,1366,1012,569,722,334,Mitchell,Kansas
20125,22209,810,1692,6455,6476,2725,2801,1250,Montgomery,Kansas
20127,4031,101,301,1493,1079,245,566,246,Morris,Kansas
20129,1882,122,143,580,568,147,234,88,Morton,Kansas
20131,6633,177,259,2575,1343,655,1151,473,Nemaha,Kansas
20133,10743,264,646,3374,3049,1193,1304,913,Neosho,Kansas
20135,2168,66,131,731,651,180,309,100,Ness,Kansas
20137,4006,130,294,1467,1100,379,487,149,Norton,Kansas
20139,10969,318,650,4299,2752,911,1333,706,Osage,Kansas
20141,2599,77,116,899,693,216,459,139,Osborne,Kansas
20143,4105,48,192,1500,1035,367,729,234,Ottawa,Kansas
20145,5037,165,453,1492,1402,576,648,301,Pawnee,Kansas
20147,3753,75,203,1357,869,413,574,262,Phillips,Kansas
20149,14937,136,651,4357,3504,1140,3513,1636,Pottawatomie,Kansas
20151,6210,219,266,1541,1796,640,1211,537,Pratt,Kansas
20153,1856,38,58,565,495,235,355,110,Rawlins,Kansas
20155,43231,1683,3564,12061,12299,4743,5890,2991,Reno,Kansas
20157,3488,60,109,1131,895,438,494,361,Republic,Kansas
20159,6295,170,404,1805,1937,516,982,481,Rice,Kansas
20161,37842,542,1059,7013,8900,2925,9516,7887,Riley,Kansas
20163,3592,69,289,1123,893,356,596,266,Rooks,Kansas
20165,2269,60,192,609,643,240,359,166,Rush,Kansas
20167,5200,281,257,1420,1498,395,763,586,Russell,Kansas
20169,37041,1170,2249,11501,9441,2979,6363,3338,Saline,Kansas
20171,3193,81,425,922,739,232,596,198,Scott,Kansas
20173,330375,12969,22388,86432,79676,26868,65704,36338,Sedgwick,Kansas
20175,13090,2557,1607,4008,2431,1028,1087,372,Seward,Kansas
20177,120383,3309,6263,37674,28122,7922,23756,13337,Shawnee,Kansas
20179,1826,34,65,607,488,242,303,87,Sheridan,Kansas
20181,4017,94,201,1280,1231,443,578,190,Sherman,Kansas
20183,2760,58,127,1010,710,328,385,142,Smith,Kansas
20185,2919,124,155,884,719,340,506,191,Stafford,Kansas
20187,1359,131,116,410,322,118,241,21,Stanton,Kansas
20189,3596,409,310,1028,1113,296,288,152,Stevens,Kansas
20191,15664,290,923,5346,4165,1463,2607,870,Sumner,Kansas
20193,5003,89,154,1276,1353,856,911,364,Thomas,Kansas
20195,2099,37,103,642,626,213,339,139,Trego,Kansas
20197,4735,51,177,1636,1256,510,733,372,Wabaunsee,Kansas
20199,1098,64,9,298,286,102,271,68,Wallace,Kansas
20201,3884,131,231,1461,856,417,584,204,Washington,Kansas
20203,1490,98,111,435,361,171,225,89,Wichita,Kansas
20205,6085,230,540,2140,1661,636,615,263,Wilson,Kansas
20207,2334,52,223,851,630,264,235,79,Woodson,Kansas
20209,103749,9552,12128,33783,22731,7507,11986,6062,Wyandotte,Kansas
21001,13076,1327,1486,5066,2089,983,1016,1109,Adair,Kentucky
21003,14195,1311,1393,5610,2575,1239,1315,752,Allen,Kentucky
21005,15232,639,1075,5599,3286,1540,1905,1188,Anderson,Kentucky
21007,5668,247,590,2135,1413,527,447,309,Ballard,Kentucky
21009,29677,2511,2573,12349,5352,2135,3058,1699,Barren,Kentucky
21011,8211,882,996,3454,1201,663,652,363,Bath,Kentucky
21013,19141,2749,3083,7392,2829,1375,755,958,Bell,Kentucky
21015,84634,2081,4011,23606,21140,7040,17261,9495,Boone,Kentucky
21017,14032,926,1172,5232,3095,960,1613,1034,Bourbon,Kentucky
21019,34296,1324,2609,11146,8312,3977,3929,2999,Boyd,Kentucky
21021,19933,933,1628,6910,4102,1689,2333,2338,Boyle,Kentucky
21023,5647,341,513,2485,1053,480,435,340,Bracken,Kentucky
21025,9244,1029,1380,3364,1557,591,605,718,Breathitt,Kentucky
21027,13986,904,1582,6237,2645,1072,867,679,Breckinridge,Kentucky
21029,54935,1932,4655,22840,12627,5069,5046,2766,Bullitt,Kentucky
21031,8995,989,981,3844,1307,742,602,530,Butler,Kentucky
21033,8994,387,703,4138,1899,491,583,793,Caldwell,Kentucky
21035,24024,1104,1524,7784,5468,1170,3899,3075,Calloway,Kentucky
21037,63213,1793,4041,18926,12227,5023,13579,7624,Campbell,Kentucky
21039,3395,281,349,1238,738,285,310,194,Carlisle,Kentucky
21041,7180,598,999,3017,1468,464,442,192,Carroll,Kentucky
21043,18604,2216,1855,7452,3602,939,1596,944,Carter,Kentucky
21045,10987,1458,1287,4217,1799,760,721,745,Casey,Kentucky
21047,41007,2204,3554,13172,10723,4243,4061,3050,Christian,Kentucky
21049,25116,1491,2167,8732,5594,2095,3245,1792,Clark,Kentucky
21051,14660,2580,2658,5009,2367,648,626,772,Clay,Kentucky
21053,7078,710,1197,2745,1223,485,429,289,Clinton,Kentucky
21055,6451,497,600,2723,1212,572,504,343,Crittenden,Kentucky
21057,4725,492,401,1966,911,337,379,239,Cumberland,Kentucky
21059,67280,2135,4604,23341,15015,6782,9438,5965,Daviess,Kentucky
21061,8715,878,952,3658,1646,643,522,416,Edmonson,Kentucky
21063,5538,598,618,2420,1096,344,337,125,Elliott,Kentucky
21065,10227,1251,1335,4649,1536,441,683,332,Estill,Kentucky
21067,206261,7938,10903,41328,41770,15750,50134,38438,Fayette,Kentucky
21069,9821,833,1279,3758,1841,867,739,504,Fleming,Kentucky
21071,25958,3313,3493,9305,5402,1537,1493,1415,Floyd,Kentucky
21073,35279,1513,2353,10781,7849,2269,6591,3923,Franklin,Kentucky
21075,4365,474,476,1696,903,237,353,226,Fulton,Kentucky
21077,5806,375,725,2693,1079,258,520,156,Gallatin,Kentucky
21079,12297,827,1644,4508,2148,1105,1172,893,Garrard,Kentucky
21081,15943,877,1281,7759,2626,1228,1335,837,Grant,Kentucky
21083,25295,1545,2171,9954,5396,2115,2442,1672,Graves,Kentucky
21085,17810,1436,2111,7418,3830,1157,1098,760,Grayson,Kentucky
21087,7952,1073,849,3200,1388,491,544,407,Green,Kentucky
21089,25415,1052,1905,9361,6175,2549,2513,1860,Greenup,Kentucky
21091,5800,305,570,2480,1272,537,348,288,Hancock,Kentucky
21093,70824,2389,4337,21481,18007,8293,9044,7273,Hardin,Kentucky
21095,18885,2226,3137,6559,3213,1714,1076,960,Harlan,Kentucky
21097,12900,966,1175,5199,2733,914,1076,837,Harrison,Kentucky
21099,12550,1465,1592,5074,2077,865,825,652,Hart,Kentucky
21101,31947,1348,2874,11379,7381,3259,3270,2436,Henderson,Kentucky
21103,10804,695,1012,4544,2442,795,792,524,Henry,Kentucky
21105,3287,384,329,1295,527,175,393,184,Hickman,Kentucky
21107,31743,1779,2499,13186,6224,2986,2899,2170,Hopkins,Kentucky
21109,9317,942,1448,3968,1312,511,689,447,Jackson,Kentucky
21111,528360,16984,35857,141834,118697,42103,101217,71668,Jefferson,Kentucky
21113,34193,1456,3084,10374,6488,2714,6013,4064,Jessamine,Kentucky
21115,16060,1507,1632,5586,3448,1488,1384,1015,Johnson,Kentucky
21117,111740,3367,8139,32033,24887,9293,21360,12661,Kenton,Kentucky
21119,10683,1388,1481,3458,2033,941,635,747,Knott,Kentucky
21121,21103,2866,2970,7994,3489,1012,1214,1558,Knox,Kentucky
21123,9903,705,1037,3978,2066,1119,419,579,Larue,Kentucky
21125,41302,3371,4416,16772,8245,2959,3341,2198,Laurel,Kentucky
21127,10893,1113,1604,4669,1751,669,579,508,Lawrence,Kentucky
21129,4873,765,678,1812,890,224,221,283,Lee,Kentucky
21131,7412,886,1322,2864,1135,487,478,240,Leslie,Kentucky
21133,16170,1438,2567,6056,2436,1780,1055,838,Letcher,Kentucky
21135,9506,1256,1241,3825,1469,667,527,521,Lewis,Kentucky
21137,16885,1766,1907,7391,2754,1193,1072,802,Lincoln,Kentucky
21139,6675,350,745,2969,1426,426,493,266,Livingston,Kentucky
21141,18362,1153,1735,8029,3481,1209,1898,857,Logan,Kentucky
21143,6371,194,576,2625,1392,570,537,477,Lyon,Kentucky
21145,45950,1553,3142,13823,10688,5442,7125,4177,McCracken,Kentucky
21147,12366,1490,1656,5285,2087,997,550,301,McCreary,Kentucky
21149,6398,278,540,2643,1536,631,472,298,McLean,Kentucky
21151,54820,3082,4033,15231,11132,4615,10003,6724,Madison,Kentucky
21153,8826,1436,1287,2882,1822,542,410,447,Magoffin,Kentucky
21155,13058,1116,1438,5573,2083,1123,881,844,Marion,Kentucky
21157,22692,920,1850,8544,5126,1982,2239,2031,Marshall,Kentucky
21159,8438,1171,1121,3312,1397,723,434,280,Martin,Kentucky
21161,11745,643,1053,4423,2233,1179,1168,1046,Mason,Kentucky
21163,19327,750,1524,6629,4693,2205,2027,1499,Meade,Kentucky
21165,4663,625,478,2043,711,279,344,183,Menifee,Kentucky
21167,15015,1052,1171,5773,2674,1712,1538,1095,Mercer,Kentucky
21169,6991,883,732,2586,1466,406,436,482,Metcalfe,Kentucky
21171,7452,1080,820,2999,1077,515,460,501,Monroe,Kentucky
21173,18867,1228,1671,7696,4182,1011,1859,1220,Montgomery,Kentucky
21175,9841,1331,1291,3650,1670,559,693,647,Morgan,Kentucky
21177,21763,1672,2554,9412,3756,1952,1441,976,Muhlenberg,Kentucky
21179,30492,1136,2154,11805,7096,3065,3158,2078,Nelson,Kentucky
21181,4828,400,692,2051,749,444,261,231,Nicholas,Kentucky
21183,16389,1324,1603,7014,3216,1052,1114,1066,Ohio,Kentucky
21185,43178,889,1764,9176,9874,3264,10775,7436,Oldham,Kentucky
21187,7379,375,907,3693,1047,626,486,245,Owen,Kentucky
21189,3115,594,367,1152,374,124,251,253,Owsley,Kentucky
21191,10026,593,1130,4365,2160,648,586,544,Pendleton,Kentucky
21193,18891,2201,2184,6574,3917,1682,978,1355,Perry,Kentucky
21195,42717,4516,5682,16434,7653,2858,2741,2833,Pike,Kentucky
21197,8391,797,842,3527,1567,426,773,459,Powell,Kentucky
21199,44945,3927,4216,16921,9219,3766,3978,2918,Pulaski,Kentucky
21201,1532,168,169,518,231,201,166,79,Robertson,Kentucky
21203,11872,1552,1103,5175,2149,631,763,499,Rockcastle,Kentucky
21205,14011,995,1308,4140,2719,1118,1626,2105,Rowan,Kentucky
21207,12477,1552,1507,4523,2267,1024,976,628,Russell,Kentucky
21209,34837,1184,2159,10611,7719,3209,5968,3987,Scott,Kentucky
21211,31814,2020,2663,9873,7085,2459,4525,3189,Shelby,Kentucky
21213,12192,519,1201,5446,2328,966,1102,630,Simpson,Kentucky
21215,12704,253,1046,4460,3010,1371,1503,1061,Spencer,Kentucky
21217,16528,901,1453,6530,3174,1295,1725,1450,Taylor,Kentucky
21219,8138,1054,751,3156,1528,598,588,463,Todd,Kentucky
21221,10264,485,811,3215,2933,1085,1114,621,Trigg,Kentucky
21223,6025,202,757,2846,1091,409,422,298,Trimble,Kentucky
21225,9560,372,834,4385,2109,804,564,492,Union,Kentucky
21227,76589,4253,5164,21486,15896,6353,14255,9182,Warren,Kentucky
21229,8084,680,672,3399,1207,692,702,732,Washington,Kentucky
21231,14655,2252,1863,5482,2370,809,1084,795,Wayne,Kentucky
21233,9066,634,1053,4177,1504,806,595,297,Webster,Kentucky
21235,23070,2166,2520,8615,4224,1121,2301,2123,Whitley,Kentucky
21237,5049,759,762,1909,957,276,111,275,Wolfe,Kentucky
21239,18128,817,1152,4978,3740,1477,3684,2280,Woodford,Kentucky
22001,40816,4035,4876,16807,7291,2349,3880,1578,Acadia,Louisiana
22003,17942,1156,2451,7699,3225,1128,1538,745,Allen,Louisiana
22005,78203,3011,6095,25345,16497,6302,14368,6585,Ascension,Louisiana
22007,15539,1289,2814,6798,2270,779,919,670,Assumption,Louisiana
22009,27785,2277,4437,10804,5272,1637,2282,1076,Avoyelles,Louisiana
22011,24436,1598,2143,9302,5471,1641,2995,1286,Beauregard,Louisiana
22013,9472,396,1224,3951,2099,628,762,412,Bienville,Louisiana
22015,82825,2560,6290,24400,20478,7857,13908,7332,Bossier,Louisiana
22017,166837,6262,16165,55797,38021,11360,24408,14824,Caddo,Louisiana
22019,132213,5806,12051,44680,30785,9923,19432,9536,Calcasieu,Louisiana
22021,6791,511,1089,2934,1060,233,667,297,Caldwell,Louisiana
22023,4791,238,631,1857,998,509,425,133,Cameron,Louisiana
22025,6723,515,1092,2856,1076,399,560,225,Catahoula,Louisiana
22027,11877,763,1471,4923,2540,438,1130,612,Claiborne,Louisiana
22029,13417,1081,1989,5559,2462,615,1168,543,Concordia,Louisiana
22031,18434,758,2491,7887,3762,917,1724,895,De Soto,Louisiana
22033,279597,8105,19141,76449,63406,15599,60661,36236,East Baton Rouge,Louisiana
22035,4820,341,1177,1872,844,177,319,90,East Carroll,Louisiana
22037,14258,686,2196,6059,2750,771,1269,527,East Feliciana,Louisiana
22039,21586,2889,2572,8586,3262,1504,2027,746,Evangeline,Louisiana
22041,13410,1087,2097,5753,2185,689,995,604,Franklin,Louisiana
22043,15932,911,2003,6938,3266,1482,977,355,Grant,Louisiana
22045,47200,3889,6164,20212,8475,2466,4265,1729,Iberia,Louisiana
22047,22966,1678,3152,9269,4442,1095,2472,858,Iberville,Louisiana
22049,11181,711,1558,4836,1993,568,1073,442,Jackson,Louisiana
22051,305052,17834,26715,95090,68320,17337,53402,26354,Jefferson,Louisiana
22053,20733,1500,2418,8641,3769,1104,2240,1061,Jefferson Davis,Louisiana
22055,159832,6515,13444,48248,31989,8297,35734,15605,Lafayette,Louisiana
22057,66237,6067,8940,26613,10459,3190,7551,3417,Lafourche,Louisiana
22059,10040,839,1455,4199,1660,666,939,282,LaSalle,Louisiana
22061,25723,871,2124,7013,4870,1461,5533,3851,Lincoln,Louisiana
22063,90800,4456,8651,35380,19821,5899,11629,4964,Livingston,Louisiana
22065,7627,604,1316,2972,1355,421,604,355,Madison,Louisiana
22067,17299,1262,2256,7641,2782,1109,1899,350,Morehouse,Louisiana
22069,23136,884,2239,8097,4376,3411,2550,1579,Natchitoches,Louisiana
22071,274663,11123,26907,63015,59522,12976,57944,43176,Orleans,Louisiana
22073,100828,3545,10251,34179,23164,5227,16301,8161,Ouachita,Louisiana
22075,15287,1187,1421,5277,3592,816,2055,939,Plaquemines,Louisiana
22077,15464,708,2346,6221,2989,850,1726,624,Pointe Coupee,Louisiana
22079,86826,3966,8808,32580,19551,4089,11037,6795,Rapides,Louisiana
22081,5877,313,900,2349,1192,305,476,342,Red River,Louisiana
22083,13721,851,1955,5576,2911,572,1109,747,Richland,Louisiana
22085,16506,685,1735,7659,3037,1227,1425,738,Sabine,Louisiana
22087,29621,1720,3503,11054,7519,2182,2789,854,St. Bernard,Louisiana
22089,34980,1179,2484,12176,7864,2798,6467,2012,St. Charles,Louisiana
22091,7321,431,1350,2930,1105,488,541,476,St. Helena,Louisiana
22093,14573,689,1459,6252,3121,964,1479,609,St. James,Louisiana
22095,28726,1131,2838,10907,6942,2226,3093,1589,St. John the Baptist,Louisiana
22097,53648,5259,7585,21964,8201,3047,5158,2434,St. Landry,Louisiana
22099,35842,2881,3971,15071,6920,1824,3918,1257,St. Martin,Louisiana
22101,34901,2358,4163,17443,5419,1828,2574,1116,St. Mary,Louisiana
22103,171596,5014,11738,45120,40816,11392,37721,19795,St. Tammany,Louisiana
22105,84349,3532,10540,31892,17524,4495,11642,4724,Tangipahoa,Louisiana
22107,3168,165,541,1492,539,97,236,98,Tensas,Louisiana
22109,73881,6985,8891,28539,14004,3818,8463,3181,Terrebonne,Louisiana
22111,15571,759,1482,7338,2798,918,1678,598,Union,Louisiana
22113,39333,3219,5275,16478,6481,2286,4195,1399,Vermilion,Louisiana
22115,30714,1172,2757,11496,7680,2436,3571,1602,Vernon,Louisiana
22117,31448,2379,4747,13475,5661,1497,2525,1164,Washington,Louisiana
22119,27321,1020,3559,11355,5555,1702,3020,1110,Webster,Louisiana
22121,17357,691,1914,6735,3363,1077,2382,1195,West Baton Rouge,Louisiana
22123,7713,550,1133,3349,1422,291,585,383,West Carroll,Louisiana
22125,11010,633,1348,3927,2261,402,1746,693,West Feliciana,Louisiana
